Hotel Name,Location,County or Region,Country,Hotel Description,Price Range,Amenities,Hotel Category,Contact Information,Website URL,Source URL
Decale Palace Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"General Waruingi Street, Nairobi",https://decalepalacehotel.com/,https://www.openstreetmap.org/node/5494428197
Diamond Palace Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"General Waruingi Street, Nairobi",No website available,https://www.openstreetmap.org/node/5496066040
Jazera Hotel & Restaurant,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Eastleigh 2nd Avenue, Nairobi",No website available,https://www.openstreetmap.org/node/5496066042
Sleep Inn,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Ngara Road, Nairobi",No website available,https://www.openstreetmap.org/node/5539640430
Parkside Hotel / House,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Monrovia Street, Nairobi",No website available,https://www.openstreetmap.org/node/5552467939
Latema Sacco;Nawas Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Lagos Road;Firestation Lane, Nairobi",No website available,https://www.openstreetmap.org/node/5552492025
Nairobi Stay,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"James Gichuru Road, Nairobi",No website available,https://www.openstreetmap.org/node/6141848496
Elysian Resort,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kwaheri Road, Nairobi",No website available,https://www.openstreetmap.org/node/6161845823
Swiss-Belinn Nairobi,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kandara Road, Nairobi",No website available,https://www.openstreetmap.org/node/6170453001
Cedarwood Court,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kigwa Road, Nairobi",No website available,https://www.openstreetmap.org/node/6171172013
Karina Guest House,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Marurui Road, Nairobi",No website available,https://www.openstreetmap.org/node/6171172034
Geo Mara Penthouse Lavington,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Masanduku Lane, Nairobi",No website available,https://www.openstreetmap.org/node/6178983057
Wuduria Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Mugo Kibiru Road, Nairobi",No website available,https://www.openstreetmap.org/node/6184435663
Tents Lounge & Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Mombasa Road, Nairobi",No website available,https://www.openstreetmap.org/node/6208028477
Nairobi Airport Homestay,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Muthama Access Road, Syokimau",No website available,https://www.openstreetmap.org/node/6210101357
Tausi Homes,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Loneview Access Road, Syokimau",No website available,https://www.openstreetmap.org/node/6210101766
Cloud 9,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Magadi Road, Rongai",No website available,https://www.openstreetmap.org/node/6218599557
New Usanii Restaurant,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Magadi Road, Rongai",No website available,https://www.openstreetmap.org/node/6218599559
Ridgeville Resort and Conference Center,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Ridgeways Road, Nairobi",No website available,https://www.openstreetmap.org/node/6224790469
Amani Conference Centre,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Thika Road, Nairobi",No website available,https://www.openstreetmap.org/node/6224913781
Plums Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Plums Lane, Nairobi",No website available,https://www.openstreetmap.org/node/6225462381
Parklands Villa Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Plums Lane, Nairobi",No website available,https://www.openstreetmap.org/node/6225463189
Wambugu Grove Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Wambugu Grove, Nairobi",No website available,https://www.openstreetmap.org/node/6225481483
Stardom Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kasarani Mwiki Road, Nairobi",No website available,https://www.openstreetmap.org/node/6249168397
Highway View Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Thika Road, Nairobi",No website available,https://www.openstreetmap.org/node/6249531843
Kings Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Thika Road, Nairobi",No website available,https://www.openstreetmap.org/node/6249531844
Dreamplace Bed and Breakfast,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"United Nations Crescent, Nairobi",No website available,https://www.openstreetmap.org/node/6257561357
Trademark Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,"internet access, air conditioning",Unrated,"Limuru Road, Nairobi",No website available,https://www.openstreetmap.org/node/6257561358
Village Villa,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"United Nations Crescent, Nairobi",No website available,https://www.openstreetmap.org/node/6257561359
"Tribe Hotel, Village Market",Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Limuru Road, Nairobi",No website available,https://www.openstreetmap.org/node/6257561365
Nairobi Airport Resthouse,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/6259798913
La Palms Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Outer Ring Road, Nairobi",No website available,https://www.openstreetmap.org/node/6259798916
Regional Hotel Nrb,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Outer Ring Road, Nairobi",No website available,https://www.openstreetmap.org/node/6259798924
The Pebble Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Outer Ring Road, Nairobi",No website available,https://www.openstreetmap.org/node/6259798928
Rusam Villa Guest House - Official,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Nara Court, Nairobi",No website available,https://www.openstreetmap.org/node/6259860366
PrideInn Suites Lantana,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,internet access,Unrated,"East Church Road, Nairobi",https://www.prideinn.co.ke/prideinn-suites-lantana/,https://www.openstreetmap.org/node/6536333979
Kuku Mart,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kiungani Road, Nairobi",No website available,https://www.openstreetmap.org/node/6808015993
Acacia Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Airport North Road, Nairobi",No website available,https://www.openstreetmap.org/node/6812208448
Claire's Haven,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/6817315476
Piccassa Lounge,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Mumias South Road, Buruburu",No website available,https://www.openstreetmap.org/node/6817327508
Masai Mara,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Mvuma Nyuki Street, Nairobi",No website available,https://www.openstreetmap.org/node/6817523431
Red Square Villas,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kangundo Road, Nairobi",No website available,https://www.openstreetmap.org/node/6819930267
Gatanga Travellers Inn,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kasarani Mwiki Road, Nairobi",No website available,https://www.openstreetmap.org/node/6826671293
Madola,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kasarani Mwiki Road, Nairobi",No website available,https://www.openstreetmap.org/node/6826671304
Milele Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Muhoho Avenue, Nairobi",No website available,https://www.openstreetmap.org/node/6830400010
Hotel Rudi,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Silanga Road, Nairobi",No website available,https://www.openstreetmap.org/node/6830686465
Tiwi lounge,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Langata Road, Nairobi",No website available,https://www.openstreetmap.org/node/6830809535
Fairacres Karen,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Hekima Road, Nairobi",No website available,https://www.openstreetmap.org/node/6830809537
Pearl Palace,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/6840717199
Hotel Mariposa,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Neno Plaza, 72, River Road",No website available,https://www.openstreetmap.org/node/7113666586
The Fuse,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kiambu Road, KIAMBU",No website available,https://www.openstreetmap.org/node/7175160066
The strand leisure hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Gandhi Avenue,No website available,https://www.openstreetmap.org/node/7657781685
"Sandalwood Kitisuru, Nairobi, Kenya",Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Ngecha Road,No website available,https://www.openstreetmap.org/node/7686965507
Villa Paradisio,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/7686965508
Maruti gardens,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/7686965509
The Social House,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"James Gichuru Road, Nairobi",No website available,https://www.openstreetmap.org/node/8193801353
Seasons Airport,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Embakasi Road, Nairobi",No website available,https://www.openstreetmap.org/node/8296786367
Melili,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Melili Road, South B",No website available,https://www.openstreetmap.org/node/8342029550
Greenvale,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kiamumbi Road, Nairobi",No website available,https://www.openstreetmap.org/node/8345317203
The Shed,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Getathuru Road, Nairobi",No website available,https://www.openstreetmap.org/node/8360955491
One-Forty-Eight,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Kikkeni Drive, Nairobi",No website available,https://www.openstreetmap.org/node/8367414593
Osoita Lodge,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Masai Lodge Road, Rongai",No website available,https://www.openstreetmap.org/node/8371880124
Olarro Hotel,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Masai Lodge Road, Nairobi",No website available,https://www.openstreetmap.org/node/8371880133
Masai Lodge,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/8371880135
Ololo Safari Lodge,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/8371880136
The Emakoko,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,Nairobi,No website available,https://www.openstreetmap.org/node/8371880137
67 Airport,Nairobi,Nairobi County,Kenya,A hotel located in Nairobi.,Check website,No amenities listed,Unrated,"Muthama Access Road, Nairobi",No website available,https://www.openstreetmap.org/node/8371880145
